Num_Acc,inverse_data,week_day,state,severity,weather,location,hrmn,lum,vehicle_type,vehicle_model,engine_size,driver_sex,driver_age,car_age,casualty_severity,casualty_age,casualty_sex,social_class,casualty_type,pedestrian_or_passenger,cause
AID0481,04-08-2022,S,MP,Severe,Fog,Loc68,1444,Twilight,Motorcycle,Model34,1086,F,21,7,Serious,73,M,Upper,Cyclist,Pedestrian,Traffic Violation
AID0482,04-09-2022,M,TN,Severe,Fog,Loc137,1753,Daylight,Bus,Model9,1567,F,50,2,Slight,31,F,Middle,Cyclist,Passenger,Traffic Violation
AID0483,18-12-2023,T,ML,Minor,Fog,Loc183,2211,Night,Truck,Model17,1328,F,32,15,Slight,78,F,Working,Pedestrian,Pedestrian,Traffic Violation
AID0484,09-08-2022,M,KA,Minor,Clear,Loc171,810,Twilight,Truck,Model40,2152,F,55,10,Serious,14,M,Middle,Pedestrian,Passenger,Traffic Violation
AID0485,14-12-2023,M,OD,Minor,Rain,Loc96,214,Daylight,Car,Model39,894,M,67,2,Fatal,5,M,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0486,07-08-2022,T,AP,Severe,Storm,Loc179,426,Night,Bus,Model43,2973,M,62,1,Fatal,17,F,Working,Pedestrian,Pedestrian,Traffic Violation
AID0487,18-04-2023,M,DL,Severe,Rain,Loc175,1913,Daylight,Motorcycle,Model14,1265,F,51,17,Serious,33,F,Working,Pedestrian,Pedestrian,Traffic Violation
AID0488,19-03-2022,S,UK,Severe,Snow,Loc151,1607,Twilight,Truck,Model2,1851,M,38,12,Serious,59,F,Middle,Cyclist,Passenger,Traffic Violation
AID0489,28-06-2023,S,MZ,Moderate,Storm,Loc154,518,Night,Bus,Model30,1058,M,34,16,Fatal,25,F,Upper,Motorcyclist,Passenger,Traffic Violation
AID0490,26-08-2022,T,RJ,Severe,Rain,Loc163,520,Daylight,Motorcycle,Model45,1286,M,66,5,Serious,53,M,Middle,Cyclist,Pedestrian,Traffic Violation
AID0491,11-12-2022,M,PB,Moderate,Snow,Loc193,1754,Night,Bus,Model17,2449,F,38,14,Fatal,28,F,Middle,Cyclist,Pedestrian,Traffic Violation
AID0492,10-10-2022,F,MN,Minor,Storm,Loc56,1555,Twilight,Car,Model40,1107,M,39,3,Slight,60,M,Upper,Motorcyclist,Passenger,Traffic Violation
AID0493,03-08-2023,S,MZ,Moderate,Snow,Loc110,346,Daylight,Car,Model10,1995,M,19,4,Serious,71,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0494,01-08-2023,T,BR,Severe,Rain,Loc180,557,Twilight,Car,Model6,2836,M,27,13,Fatal,61,F,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0495,05-07-2022,T,JH,Severe,Fog,Loc99,759,Night,Motorcycle,Model28,2821,M,68,20,Fatal,34,F,Working,Pedestrian,Pedestrian,Traffic Violation
AID0496,04-07-2022,T,OD,Minor,Clear,Loc80,1919,Daylight,Motorcycle,Model14,1455,M,51,1,Fatal,57,F,Upper,Car Passenger,Passenger,Traffic Violation
AID0497,28-07-2022,T,TR,Severe,Rain,Loc25,1856,Night,Truck,Model20,965,F,31,11,Serious,58,F,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0498,05-08-2023,W,TR,Minor,Snow,Loc178,1006,Night,Car,Model44,2947,F,35,5,Serious,7,M,Working,Car Passenger,Passenger,Traffic Violation
AID0499,19-04-2022,W,UP,Severe,Fog,Loc5,259,Daylight,Truck,Model6,1716,F,54,2,Fatal,12,M,Middle,Cyclist,Passenger,Traffic Violation
AID0500,23-11-2023,S,ML,Minor,Snow,Loc75,2301,Daylight,Motorcycle,Model7,2074,F,32,4,Fatal,9,F,Middle,Car Passenger,Passenger,Traffic Violation
AID0501,26-05-2022,S,UP,Minor,Fog,Loc121,611,Night,Car,Model48,859,F,35,6,Slight,58,F,Working,Cyclist,Passenger,Traffic Violation
AID0502,13-05-2022,T,UK,Severe,Clear,Loc182,426,Night,Car,Model29,2318,F,34,17,Fatal,33,M,Working,Cyclist,Passenger,Traffic Violation
AID0503,24-11-2022,W,AS,Moderate,Fog,Loc30,1652,Night,Truck,Model49,1424,F,24,13,Serious,42,F,Working,Motorcyclist,Passenger,Traffic Violation
AID0504,12-01-2023,W,UP,Minor,Clear,Loc32,2320,Night,Bus,Model36,946,F,30,12,Fatal,4,F,Working,Cyclist,Passenger,Traffic Violation
AID0505,28-01-2022,T,ML,Moderate,Storm,Loc123,2258,Twilight,Truck,Model13,1489,M,21,11,Slight,71,M,Working,Cyclist,Pedestrian,Traffic Violation
AID0506,11-08-2023,F,TR,Moderate,Fog,Loc63,2002,Twilight,Truck,Model27,875,F,56,16,Serious,16,F,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0507,25-12-2022,M,AR,Severe,Clear,Loc42,1013,Night,Bus,Model28,1823,F,32,5,Serious,8,F,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0508,23-02-2023,S,DL,Moderate,Clear,Loc157,334,Daylight,Truck,Model43,2812,M,64,1,Serious,59,F,Working,Car Passenger,Pedestrian,Traffic Violation
AID0509,03-01-2023,M,CG,Severe,Clear,Loc102,227,Twilight,Motorcycle,Model13,2368,M,69,0,Fatal,53,M,Middle,Cyclist,Passenger,Traffic Violation
AID0510,04-02-2023,F,MP,Severe,Fog,Loc140,231,Night,Truck,Model41,1149,F,69,3,Serious,8,F,Working,Motorcyclist,Passenger,Traffic Violation
AID0511,30-09-2022,W,AR,Severe,Storm,Loc5,844,Night,Bus,Model16,1724,F,31,13,Slight,38,F,Upper,Car Passenger,Passenger,Traffic Violation
AID0512,22-10-2023,S,GJ,Severe,Clear,Loc191,313,Twilight,Bus,Model30,2387,M,35,8,Fatal,71,F,Middle,Car Passenger,Passenger,Traffic Violation
AID0513,17-05-2022,M,RJ,Severe,Snow,Loc108,2204,Night,Motorcycle,Model37,1914,M,33,6,Fatal,64,M,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0514,22-11-2022,M,MN,Severe,Fog,Loc149,414,Twilight,Truck,Model11,1051,F,43,17,Serious,5,F,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0515,07-01-2023,T,CG,Severe,Fog,Loc185,901,Night,Truck,Model47,2231,F,70,17,Slight,52,F,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0516,24-02-2023,F,UK,Minor,Rain,Loc140,1103,Night,Car,Model47,2479,M,38,20,Slight,50,M,Working,Cyclist,Passenger,Traffic Violation
AID0517,26-05-2023,T,MN,Moderate,Snow,Loc107,1019,Twilight,Truck,Model15,1766,M,41,3,Slight,44,M,Middle,Car Passenger,Pedestrian,Traffic Violation
AID0518,08-11-2023,S,BR,Minor,Fog,Loc124,758,Daylight,Truck,Model31,2620,M,28,13,Slight,6,M,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0519,27-06-2022,T,GA,Moderate,Snow,Loc143,833,Daylight,Truck,Model19,1606,F,50,4,Fatal,66,F,Middle,Car Passenger,Passenger,Traffic Violation
AID0520,18-10-2022,F,TR,Minor,Clear,Loc63,28,Twilight,Car,Model34,1060,F,24,13,Slight,59,M,Upper,Motorcyclist,Passenger,Traffic Violation
AID0521,23-09-2023,F,PB,Severe,Fog,Loc133,43,Twilight,Truck,Model31,822,M,67,16,Fatal,52,F,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0522,14-10-2022,T,AS,Minor,Fog,Loc94,1657,Night,Motorcycle,Model21,1679,F,67,13,Fatal,55,M,Upper,Motorcyclist,Passenger,Traffic Violation
AID0523,09-02-2023,S,GJ,Severe,Snow,Loc14,1559,Twilight,Bus,Model4,1885,F,50,8,Serious,61,M,Middle,Cyclist,Pedestrian,Traffic Violation
AID0524,28-09-2022,T,GJ,Moderate,Fog,Loc172,1046,Night,Car,Model18,2717,M,21,2,Serious,78,F,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0525,16-12-2023,S,UP,Minor,Clear,Loc49,151,Daylight,Car,Model41,823,F,30,17,Slight,21,F,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0526,21-01-2023,W,OD,Severe,Storm,Loc93,436,Night,Bus,Model18,2991,M,65,13,Serious,1,F,Working,Car Passenger,Passenger,Traffic Violation
AID0527,07-03-2023,T,DL,Severe,Fog,Loc16,230,Night,Car,Model39,2581,F,48,7,Fatal,33,M,Upper,Pedestrian,Passenger,Traffic Violation
AID0528,23-03-2023,T,MH,Moderate,Rain,Loc170,54,Daylight,Bus,Model1,2097,F,37,6,Fatal,4,F,Upper,Car Passenger,Passenger,Traffic Violation
AID0529,02-04-2022,T,MN,Minor,Clear,Loc178,1738,Daylight,Car,Model21,2207,F,48,13,Fatal,58,M,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0530,29-12-2023,M,UK,Minor,Rain,Loc198,405,Twilight,Bus,Model14,813,F,51,5,Slight,61,F,Upper,Car Passenger,Passenger,Traffic Violation
AID0531,28-07-2023,F,BR,Severe,Rain,Loc10,227,Twilight,Bus,Model24,932,F,60,16,Fatal,27,M,Upper,Cyclist,Passenger,Traffic Violation
AID0532,01-09-2023,T,UP,Severe,Fog,Loc106,749,Night,Truck,Model22,2304,M,34,5,Fatal,42,M,Working,Motorcyclist,Passenger,Traffic Violation
AID0533,02-05-2022,S,WB,Minor,Storm,Loc193,1400,Twilight,Motorcycle,Model12,2327,M,67,9,Fatal,14,F,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0534,21-07-2022,S,CG,Minor,Snow,Loc41,2001,Daylight,Bus,Model3,1389,M,52,7,Slight,38,M,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0535,09-07-2022,W,SK,Moderate,Snow,Loc130,936,Night,Truck,Model13,2431,M,49,6,Slight,74,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0536,28-02-2023,T,UP,Severe,Fog,Loc103,1012,Night,Motorcycle,Model12,1445,F,42,5,Slight,80,M,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0537,28-04-2023,T,MZ,Minor,Snow,Loc164,426,Daylight,Truck,Model46,1396,F,45,11,Fatal,24,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0538,13-11-2023,S,DL,Moderate,Fog,Loc94,2237,Night,Motorcycle,Model31,2348,F,34,13,Fatal,75,M,Middle,Cyclist,Passenger,Traffic Violation
AID0539,01-02-2023,M,OD,Moderate,Clear,Loc63,1243,Night,Bus,Model15,1323,F,49,20,Serious,19,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0540,24-11-2023,S,NL,Severe,Storm,Loc17,709,Twilight,Motorcycle,Model1,2112,F,47,9,Serious,21,F,Working,Pedestrian,Pedestrian,Traffic Violation
AID0541,20-08-2023,T,KL,Minor,Snow,Loc27,1802,Daylight,Motorcycle,Model28,2258,F,24,2,Slight,29,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0542,11-05-2022,M,TR,Severe,Storm,Loc161,1752,Night,Motorcycle,Model28,2533,M,18,12,Fatal,4,M,Working,Cyclist,Passenger,Traffic Violation
AID0543,14-01-2022,S,TN,Severe,Snow,Loc103,1224,Night,Truck,Model10,1521,M,31,14,Fatal,33,M,Working,Pedestrian,Pedestrian,Traffic Violation
AID0544,27-07-2022,S,CG,Minor,Clear,Loc157,1836,Daylight,Truck,Model47,1758,F,43,0,Fatal,27,M,Upper,Car Passenger,Passenger,Traffic Violation
AID0545,28-11-2022,M,AP,Severe,Fog,Loc84,558,Daylight,Motorcycle,Model37,2501,M,70,16,Fatal,21,F,Working,Motorcyclist,Passenger,Traffic Violation
AID0546,15-10-2022,S,MZ,Moderate,Storm,Loc166,456,Night,Truck,Model42,2703,F,50,0,Serious,74,M,Working,Car Passenger,Pedestrian,Traffic Violation
AID0547,21-12-2022,F,KA,Minor,Clear,Loc167,411,Night,Truck,Model30,1991,F,18,1,Fatal,1,F,Working,Car Passenger,Passenger,Traffic Violation
AID0548,21-01-2022,T,UP,Minor,Storm,Loc50,2311,Twilight,Car,Model14,2056,F,67,5,Slight,79,F,Upper,Car Passenger,Passenger,Traffic Violation
AID0549,14-12-2022,T,BR,Severe,Clear,Loc101,1432,Twilight,Truck,Model47,2924,F,23,18,Serious,18,M,Upper,Cyclist,Pedestrian,Traffic Violation
AID0550,08-09-2023,S,GA,Severe,Storm,Loc123,1002,Night,Bus,Model4,1552,M,64,9,Fatal,28,F,Upper,Pedestrian,Passenger,Traffic Violation
AID0551,14-12-2022,W,TN,Severe,Rain,Loc20,628,Daylight,Truck,Model48,2789,F,37,18,Serious,25,M,Upper,Car Passenger,Passenger,Traffic Violation
AID0552,16-10-2022,W,KA,Severe,Clear,Loc74,1820,Night,Motorcycle,Model3,1325,F,48,7,Serious,35,M,Upper,Pedestrian,Passenger,Traffic Violation
AID0553,16-02-2023,S,SK,Minor,Snow,Loc5,949,Daylight,Bus,Model32,1113,F,31,18,Serious,31,F,Middle,Cyclist,Pedestrian,Traffic Violation
AID0554,23-05-2022,S,AP,Severe,Rain,Loc14,333,Daylight,Bus,Model5,1429,F,37,5,Fatal,47,M,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0555,19-05-2022,W,UP,Minor,Clear,Loc111,1143,Night,Car,Model1,928,F,22,6,Slight,47,M,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0556,28-11-2022,S,MN,Moderate,Rain,Loc191,134,Twilight,Motorcycle,Model46,2499,F,67,13,Serious,38,M,Upper,Motorcyclist,Passenger,Traffic Violation
AID0557,28-11-2023,T,NL,Severe,Rain,Loc93,1014,Night,Truck,Model1,1797,F,25,0,Fatal,52,F,Working,Motorcyclist,Passenger,Traffic Violation
AID0558,27-04-2022,M,NL,Severe,Snow,Loc133,550,Night,Bus,Model20,2833,F,69,9,Fatal,11,F,Working,Cyclist,Passenger,Traffic Violation
AID0559,08-04-2022,M,AS,Moderate,Storm,Loc60,728,Twilight,Motorcycle,Model8,1337,F,42,9,Fatal,64,F,Working,Motorcyclist,Passenger,Traffic Violation
AID0560,16-01-2023,S,TN,Moderate,Snow,Loc3,545,Daylight,Car,Model50,1120,F,60,7,Fatal,38,M,Middle,Cyclist,Passenger,Traffic Violation
AID0561,09-06-2022,S,AR,Moderate,Rain,Loc78,1134,Night,Bus,Model36,1817,F,51,11,Slight,68,M,Working,Car Passenger,Passenger,Traffic Violation
AID0562,14-11-2023,F,MZ,Moderate,Storm,Loc138,946,Daylight,Car,Model8,2670,F,35,6,Serious,14,M,Working,Pedestrian,Pedestrian,Traffic Violation
AID0563,08-01-2023,F,GJ,Moderate,Fog,Loc101,1541,Twilight,Bus,Model1,1793,M,27,5,Fatal,70,M,Working,Car Passenger,Passenger,Traffic Violation
AID0564,18-06-2023,T,PB,Severe,Fog,Loc101,1659,Daylight,Motorcycle,Model30,1102,M,35,7,Slight,22,F,Middle,Car Passenger,Passenger,Traffic Violation
AID0565,08-05-2023,T,NL,Minor,Snow,Loc124,1627,Daylight,Truck,Model42,2857,F,40,10,Fatal,46,M,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0566,11-10-2023,M,HP,Minor,Storm,Loc142,1459,Daylight,Motorcycle,Model9,1414,M,32,17,Fatal,32,F,Middle,Cyclist,Passenger,Traffic Violation
AID0567,29-05-2022,S,NL,Minor,Snow,Loc46,248,Daylight,Truck,Model18,2118,M,37,14,Serious,48,M,Middle,Cyclist,Passenger,Traffic Violation
AID0568,22-06-2022,W,GA,Minor,Storm,Loc173,512,Daylight,Motorcycle,Model24,2817,F,44,6,Slight,21,F,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0569,03-09-2023,S,MZ,Severe,Clear,Loc3,1219,Twilight,Truck,Model22,932,M,32,13,Fatal,53,F,Middle,Motorcyclist,Passenger,Traffic Violation
AID0570,08-02-2022,M,DL,Severe,Fog,Loc72,1241,Twilight,Motorcycle,Model35,1451,M,68,17,Fatal,17,M,Upper,Motorcyclist,Pedestrian,Traffic Violation
AID0571,16-02-2023,F,MH,Minor,Fog,Loc104,620,Night,Car,Model50,2814,F,59,6,Serious,77,M,Upper,Motorcyclist,Pedestrian,Traffic Violation
AID0572,02-07-2022,T,HP,Minor,Rain,Loc116,1253,Daylight,Truck,Model23,1181,F,35,11,Serious,5,M,Working,Cyclist,Passenger,Weather
AID0573,17-03-2023,F,MZ,Minor,Fog,Loc175,509,Daylight,Bus,Model10,2027,M,18,11,Slight,46,F,Middle,Pedestrian,Passenger,Weather
AID0574,31-05-2023,T,NL,Minor,Storm,Loc72,1028,Daylight,Bus,Model5,2086,F,66,20,Fatal,45,M,Working,Cyclist,Passenger,Weather
AID0575,25-04-2022,W,MZ,Severe,Clear,Loc150,1345,Twilight,Motorcycle,Model4,1179,M,25,11,Slight,3,F,Upper,Pedestrian,Pedestrian,Weather
AID0576,09-03-2022,T,MN,Severe,Rain,Loc11,309,Daylight,Motorcycle,Model34,2902,M,43,1,Fatal,53,F,Upper,Motorcyclist,Passenger,Weather
AID0577,23-09-2023,F,SK,Severe,Clear,Loc139,752,Night,Car,Model43,1628,M,55,17,Serious,49,M,Working,Pedestrian,Passenger,Weather
AID0578,17-11-2023,W,MH,Moderate,Storm,Loc34,1711,Night,Bus,Model4,2215,M,66,20,Slight,62,F,Upper,Motorcyclist,Passenger,Weather
AID0579,20-12-2023,F,KA,Severe,Fog,Loc53,715,Night,Truck,Model44,2301,F,58,18,Fatal,53,M,Middle,Car Passenger,Passenger,Weather
AID0580,03-10-2023,S,AS,Severe,Snow,Loc98,902,Twilight,Car,Model38,1070,F,19,0,Slight,38,M,Upper,Motorcyclist,Pedestrian,Weather
AID0581,04-04-2023,S,NL,Moderate,Storm,Loc25,1858,Daylight,Bus,Model48,2290,M,46,16,Fatal,13,F,Middle,Pedestrian,Passenger,Weather
AID0582,28-10-2022,T,SK,Moderate,Fog,Loc72,327,Daylight,Truck,Model48,2694,M,42,13,Slight,6,F,Middle,Motorcyclist,Pedestrian,Overspeeding
AID0583,26-09-2023,F,AP,Minor,Rain,Loc134,1425,Night,Motorcycle,Model30,2851,M,57,8,Serious,28,M,Upper,Pedestrian,Passenger,Overspeeding
AID0584,31-10-2022,T,HR,Minor,Rain,Loc100,1141,Twilight,Car,Model26,2012,F,40,2,Fatal,19,M,Middle,Motorcyclist,Pedestrian,Overspeeding
AID0585,11-03-2023,W,GJ,Moderate,Rain,Loc63,1046,Daylight,Motorcycle,Model40,1677,M,63,3,Serious,55,F,Upper,Pedestrian,Pedestrian,Overspeeding
AID0586,12-06-2023,M,UP,Minor,Fog,Loc110,1609,Twilight,Car,Model43,1690,F,30,7,Fatal,18,F,Upper,Motorcyclist,Pedestrian,Overspeeding
AID0587,11-10-2022,T,TR,Minor,Rain,Loc42,1727,Twilight,Motorcycle,Model19,1908,F,46,2,Fatal,68,M,Upper,Motorcyclist,Pedestrian,Overspeeding
AID0588,13-05-2023,S,KA,Severe,Snow,Loc162,1127,Daylight,Motorcycle,Model5,909,M,43,1,Slight,23,F,Middle,Car Passenger,Passenger,Overspeeding
AID0589,15-08-2023,M,UP,Severe,Snow,Loc101,904,Twilight,Car,Model21,912,M,21,20,Slight,37,F,Working,Pedestrian,Pedestrian,Overspeeding
AID0590,11-08-2023,F,JH,Minor,Storm,Loc83,228,Daylight,Truck,Model12,2603,F,44,20,Slight,3,F,Middle,Car Passenger,Pedestrian,Overspeeding
AID0591,13-11-2022,S,PB,Moderate,Rain,Loc184,1744,Night,Truck,Model37,2183,F,54,14,Fatal,10,F,Upper,Cyclist,Passenger,Overspeeding
AID0592,22-05-2023,T,WB,Moderate,Fog,Loc150,743,Daylight,Bus,Model39,2793,F,60,4,Slight,45,M,Upper,Cyclist,Passenger,Overspeeding
AID0593,01-09-2023,S,UP,Moderate,Fog,Loc157,2223,Twilight,Truck,Model5,1315,F,42,6,Slight,54,F,Working,Motorcyclist,Pedestrian,Overspeeding
AID0594,26-04-2022,S,MN,Severe,Fog,Loc53,2343,Night,Motorcycle,Model23,2494,F,57,20,Slight,20,M,Middle,Motorcyclist,Passenger,Overspeeding
AID0595,23-07-2023,S,UK,Severe,Clear,Loc154,813,Night,Bus,Model13,2876,F,20,18,Slight,44,M,Working,Pedestrian,Passenger,Weather
AID0596,10-08-2022,S,KL,Severe,Snow,Loc161,1130,Twilight,Truck,Model17,829,F,48,3,Fatal,34,M,Middle,Car Passenger,Pedestrian,Weather
AID0597,04-07-2022,S,PB,Severe,Storm,Loc55,2106,Daylight,Truck,Model23,1986,M,58,3,Slight,60,F,Middle,Car Passenger,Passenger,Weather
AID0598,26-04-2023,S,HR,Severe,Snow,Loc62,2316,Twilight,Motorcycle,Model33,2391,M,25,10,Serious,15,F,Working,Pedestrian,Pedestrian,Weather
AID0599,24-09-2023,S,MZ,Minor,Snow,Loc55,801,Daylight,Bus,Model50,2620,M,21,14,Fatal,51,M,Middle,Motorcyclist,Pedestrian,Weather
AID0600,26-09-2023,S,JH,Severe,Rain,Loc157,207,Twilight,Car,Model32,2332,M,51,4,Slight,66,M,Working,Cyclist,Passenger,Weather
AID0601,19-11-2022,M,UK,Minor,Clear,Loc178,616,Daylight,Bus,Model46,2253,M,35,18,Fatal,19,M,Upper,Car Passenger,Pedestrian,Weather
AID0602,24-03-2022,F,RJ,Minor,Fog,Loc16,922,Twilight,Bus,Model2,927,F,70,6,Fatal,49,M,Middle,Motorcyclist,Passenger,Weather
AID0603,05-12-2022,M,TN,Moderate,Fog,Loc27,926,Daylight,Truck,Model43,928,M,25,7,Slight,59,M,Working,Pedestrian,Passenger,Weather
AID0604,03-07-2023,T,SK,Moderate,Snow,Loc140,2117,Twilight,Motorcycle,Model32,1503,F,24,4,Fatal,21,F,Middle,Car Passenger,Pedestrian,Weather
AID0605,04-12-2023,W,GA,Severe,Fog,Loc148,1946,Twilight,Bus,Model27,2048,M,50,12,Fatal,78,M,Middle,Pedestrian,Passenger,Weather
AID0606,02-06-2022,M,AR,Severe,Snow,Loc151,1931,Night,Truck,Model36,1407,F,46,17,Slight,21,M,Upper,Car Passenger,Passenger,Weather
AID0607,06-07-2022,M,UK,Minor,Clear,Loc177,1857,Daylight,Truck,Model50,1847,M,24,0,Fatal,29,F,Working,Car Passenger,Pedestrian,Weather
AID0608,30-06-2023,T,NL,Minor,Fog,Loc139,1426,Night,Motorcycle,Model35,2651,M,28,18,Fatal,37,M,Middle,Cyclist,Passenger,Weather
AID0609,12-09-2023,S,MP,Minor,Rain,Loc39,2057,Night,Car,Model48,1273,M,34,6,Slight,78,M,Working,Cyclist,Pedestrian,Weather
AID0610,25-05-2023,W,CG,Minor,Fog,Loc111,56,Twilight,Truck,Model7,1760,M,61,15,Slight,8,M,Upper,Cyclist,Passenger,Weather
AID0611,20-07-2022,F,UP,Severe,Storm,Loc127,736,Daylight,Car,Model40,2898,M,61,19,Fatal,46,M,Upper,Cyclist,Passenger,Weather
AID0612,31-01-2023,S,GJ,Moderate,Fog,Loc87,1124,Night,Bus,Model29,1852,F,55,0,Fatal,22,F,Middle,Car Passenger,Passenger,Weather
AID0613,27-07-2022,M,NL,Moderate,Rain,Loc97,2304,Twilight,Motorcycle,Model43,2610,M,30,4,Fatal,37,M,Middle,Motorcyclist,Pedestrian,Weather
AID0614,27-05-2022,F,SK,Minor,Rain,Loc172,1348,Twilight,Car,Model35,2629,F,25,14,Serious,32,F,Working,Cyclist,Passenger,Weather
AID0615,20-09-2022,T,KL,Minor,Snow,Loc108,154,Twilight,Motorcycle,Model39,838,M,23,11,Fatal,54,F,Working,Car Passenger,Pedestrian,Weather
AID0616,31-08-2023,F,MP,Minor,Fog,Loc123,600,Night,Car,Model35,1556,M,37,15,Slight,33,M,Middle,Car Passenger,Pedestrian,Weather
AID0617,04-09-2023,S,CG,Moderate,Rain,Loc58,316,Night,Car,Model42,1052,M,60,12,Fatal,37,F,Working,Car Passenger,Pedestrian,Weather
AID0618,11-01-2022,T,KL,Minor,Storm,Loc177,731,Night,Truck,Model13,1088,F,61,10,Serious,11,F,Working,Car Passenger,Pedestrian,Weather
AID0619,29-06-2023,W,AR,Moderate,Snow,Loc82,2312,Night,Motorcycle,Model43,2161,F,70,2,Fatal,71,F,Middle,Pedestrian,Passenger,Weather
AID0620,07-01-2023,T,AR,Severe,Clear,Loc120,1311,Night,Truck,Model35,2230,F,66,4,Slight,28,F,Working,Motorcyclist,Pedestrian,Weather
AID0621,16-09-2023,W,PB,Severe,Snow,Loc142,455,Night,Truck,Model23,2011,M,67,16,Slight,45,M,Middle,Car Passenger,Pedestrian,Weather
AID0622,29-01-2023,S,MP,Severe,Fog,Loc46,1046,Twilight,Truck,Model4,1604,M,18,8,Slight,8,M,Working,Motorcyclist,Passenger,Weather
AID0623,02-05-2022,F,AS,Moderate,Rain,Loc191,1925,Twilight,Motorcycle,Model16,1058,M,59,14,Fatal,78,F,Middle,Cyclist,Passenger,Weather
AID0624,12-02-2023,M,MH,Severe,Clear,Loc131,1741,Twilight,Truck,Model17,1227,F,21,18,Serious,32,F,Working,Motorcyclist,Pedestrian,Weather
AID0625,04-02-2022,S,TR,Severe,Snow,Loc65,209,Daylight,Truck,Model41,2843,M,70,15,Slight,56,M,Upper,Cyclist,Pedestrian,Weather
AID0626,10-01-2023,S,AP,Minor,Clear,Loc112,1612,Night,Bus,Model16,2792,F,39,9,Serious,35,F,Middle,Motorcyclist,Passenger,Weather
AID0627,30-07-2023,S,BR,Moderate,Fog,Loc81,1210,Twilight,Motorcycle,Model6,2961,F,32,19,Slight,39,F,Working,Motorcyclist,Pedestrian,Weather
AID0628,10-09-2023,W,OD,Severe,Rain,Loc54,1101,Twilight,Motorcycle,Model17,2332,F,62,5,Serious,66,F,Working,Car Passenger,Passenger,Weather
AID0629,11-03-2023,W,MZ,Severe,Clear,Loc133,749,Night,Truck,Model9,900,F,55,12,Fatal,80,F,Middle,Cyclist,Passenger,Weather
AID0630,23-03-2022,S,ML,Moderate,Storm,Loc75,2355,Daylight,Car,Model28,1666,M,43,8,Slight,77,F,Middle,Car Passenger,Passenger,Weather
AID0631,07-05-2022,S,HR,Moderate,Storm,Loc174,613,Night,Car,Model23,1260,F,60,4,Fatal,15,M,Working,Cyclist,Pedestrian,Weather
AID0632,13-05-2023,S,GA,Moderate,Snow,Loc148,1224,Night,Truck,Model41,1083,M,50,10,Slight,77,M,Working,Pedestrian,Passenger,Weather
AID0633,25-06-2022,F,AP,Minor,Rain,Loc1,2007,Night,Truck,Model10,1944,F,47,17,Slight,1,F,Working,Pedestrian,Passenger,Weather
AID0634,17-08-2023,T,MP,Minor,Clear,Loc14,2028,Night,Motorcycle,Model11,2734,M,65,20,Serious,9,F,Upper,Cyclist,Pedestrian,Weather
AID0635,01-09-2023,W,HR,Minor,Rain,Loc25,1820,Daylight,Car,Model25,1895,F,35,3,Slight,53,F,Upper,Cyclist,Pedestrian,Weather
AID0636,10-09-2023,T,JH,Minor,Clear,Loc50,1801,Night,Bus,Model50,880,F,47,4,Serious,72,F,Working,Pedestrian,Passenger,Weather
AID0637,21-06-2023,F,TN,Minor,Clear,Loc133,1727,Night,Motorcycle,Model26,1430,M,33,18,Serious,10,F,Working,Cyclist,Passenger,Weather
AID0638,01-05-2022,S,UP,Moderate,Snow,Loc149,1054,Daylight,Motorcycle,Model39,1100,M,66,3,Slight,5,F,Working,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0639,05-02-2022,T,AP,Severe,Snow,Loc137,146,Daylight,Truck,Model33,1384,F,62,1,Fatal,17,F,Middle,Cyclist,Passenger,Impacting Vehicle/Object
AID0640,06-01-2023,F,WB,Minor,Rain,Loc177,1210,Night,Bus,Model2,953,M,25,9,Serious,80,F,Upper,Cyclist,Passenger,Impacting Vehicle/Object
